# T,# M,# J, ,# T,# M,# J,# Was,# Location,# Stadt,# Land,
26,7,2012,-,29,6,2012,Haxogreen, , ,Luxemburg,http://www.haxogreen.lu/
26,9,2014,-,12,10,2014,Cannstatter Volksfesthttp://www.cannstatter-volksfest.de/,Wasen,Stuttgart,Deutschland,
26,9,2014,-,28,9,2014,openmind #14http://14.openmind-konferenz.de/, , ,Deutschland,
26,9,2014,12,10,2014,Cannstatter Volksfest,Wasen,Stuttgart,Deutschland,http://www.cannstatter-volksfest.de/
26,9,2014,28,9,2014,openmind #14, , ,Deutschland,http://14.openmind-konferenz.de/
27,10,2019,-,27,10,2019,Zeitumstellung auf Winterzeit , , , ,
27,10,2019,-,27,10,2019,Zeitumstellung auf Winterzeit, , , , 
27,10,2019,27,10,2019,Zeitumstellung auf Winterzeit, , , , 
27,11,2012,-,27,11,2012,Esslingen Weihnachtsmarkt, ,Esslingen,Deutschland,http://tourist.esslingen.de/
27,12,2014,-,30,12,2014,31C3,CCH,Hamburg,Deutschland,http://events.ccc.de
27,12,2014,-,30,12,2014,31C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2014,30,12,2014,31C3,CCH,Hamburg,Deutschland,http://events.ccc.de
27,12,2015,-,30,12,2015,32C3,CCH,Hamburg,Deutschland,http://events.ccc.de
27,12,2015,-,30,12,2015,32C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2015,30,12,2015,32C3,CCH,Hamburg,Deutschland,http://events.ccc.de
27,12,2016,-,30,12,2016,33C3,CCH,Hamburg,Deutschland,http://events.ccc.de
27,12,2016,-,30,12,2016,33C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2016,30,12,2016,33C3,CCH,Hamburg,Deutschland,http://events.ccc.de
27,12,2017,-,30,12,2017,34C3,CCH,Hamburg,Deutschland,http://events.ccc.de
27,12,2017,-,30,12,2017,34C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2017,30,12,2017,34C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2018,-,30,12,2018,35C3,CCH,Hamburg,Deutschland,http://events.ccc.de
27,12,2018,-,30,12,2018,35C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2018,30,12,2018,35C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2019,-,30,12,2019,36C3,CCH,Hamburg,Deutschland,http://events.ccc.de
27,12,2019,-,30,12,2019,36C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2019,30,12,2019,36C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2020,-,30,12,2020,37C3,CCH,Hamburg,Deutschland,http://events.ccc.de
27,12,2020,-,30,12,2020,37C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2020,30,12,2020,37C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2021,-,30,12,2021,38C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2021,30,12,2021,38C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2022,-,30,12,2022,39C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2022,30,12,2022,39C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2023,-,30,12,2023,40C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2023,30,12,2023,40C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2024,-,30,12,2024,41C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2024,30,12,2024,41C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2025,-,30,12,2025,42C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2025,30,12,2025,42C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2026,-,30,12,2026,43C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2026,30,12,2026,43C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2027,-,30,12,2027,44C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2027,30,12,2027,44C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2028,-,30,12,2028,45C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2028,30,12,2028,45C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2029,-,30,12,2029,46C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2029,30,12,2029,46C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2030,-,30,12,2030,47C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2030,30,12,2030,47C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2031,-,30,12,2031,48C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2031,30,12,2031,48C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2032,-,30,12,2032,49C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2032,30,12,2032,49C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2033,-,30,12,2033,50C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2033,30,12,2033,50C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2034,-,30,12,2034,51C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2034,30,12,2034,51C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2035,-,30,12,2035,52C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2035,30,12,2035,52C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2036,-,30,12,2036,53C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2036,30,12,2036,53C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2037,-,30,12,2037,54C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2037,30,12,2037,54C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2038,-,30,12,2038,55C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2038,30,12,2038,55C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2039,-,30,12,2039,56C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2039,30,12,2039,56C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2040,-,30,12,2040,57C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2040,30,12,2040,57C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2041,-,30,12,2041,58C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2041,30,12,2041,58C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2042,-,30,12,2042,59C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2042,30,12,2042,59C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2043,-,30,12,2043,60C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2043,30,12,2043,60C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2044,-,30,12,2044,61C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2044,30,12,2044,61C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2045,-,30,12,2045,62C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2045,30,12,2045,62C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2046,-,30,12,2046,63C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2046,30,12,2046,63C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2047,-,30,12,2047,64C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2047,30,12,2047,64C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2048,-,30,12,2048,65C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2048,30,12,2048,65C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2049,-,30,12,2049,66C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2049,30,12,2049,66C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2050,-,30,12,2050,67C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2050,30,12,2050,67C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2051,-,30,12,2051,68C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2051,30,12,2051,68C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2052,-,30,12,2052,69C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2052,30,12,2052,69C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2053,-,30,12,2053,70C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2053,30,12,2053,70C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2054,-,30,12,2054,71C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2054,30,12,2054,71C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2055,-,30,12,2055,72C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2055,30,12,2055,72C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2056,-,30,12,2056,73C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2056,30,12,2056,73C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2057,-,30,12,2057,74C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2057,30,12,2057,74C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2058,-,30,12,2058,75C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2058,30,12,2058,75C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2059,-,30,12,2059,76C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2059,30,12,2059,76C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2060,-,30,12,2060,77C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2060,30,12,2060,77C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2061,-,30,12,2061,78C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2061,30,12,2061,78C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2062,-,30,12,2062,79C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2062,30,12,2062,79C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2063,-,30,12,2063,80C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2063,30,12,2063,80C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2064,-,30,12,2064,81C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2064,30,12,2064,81C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2065,-,30,12,2065,82C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2065,30,12,2065,82C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2066,-,30,12,2066,83C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2066,30,12,2066,83C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2067,-,30,12,2067,84C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2067,30,12,2067,84C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2068,-,30,12,2068,85C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2068,30,12,2068,85C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2069,-,30,12,2069,86C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2069,30,12,2069,86C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2070,-,30,12,2070,87C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2070,30,12,2070,87C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2071,-,30,12,2071,88C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2071,30,12,2071,88C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2072,-,30,12,2072,89C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2072,30,12,2072,89C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2073,-,30,12,2073,90C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2073,30,12,2073,90C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2074,-,30,12,2074,91C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2074,30,12,2074,91C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,12,2075,-,30,12,2075,92C3http://events.ccc.de,CCH,Hamburg,Deutschland,
27,12,2075,30,12,2075,92C3,CCH,Leipzig,Deutschland,http://events.ccc.de
27,2,2014,-,27,2,2014,Trustycon, , , ,https://trustycon.org/
27,2,2014,-,27,2,2014,Trustyconhttps://trustycon.org/, , , ,
27,2,2014,27,2,2014,Trustycon, , , ,https://trustycon.org/
27,2,2016,-,27,2,2016,Scooterhttp://www.schleyerhalle.de/,Porsche Arena,Stuttgart,Deutschland,
27,3,2016,-,27,3,2016,Zeitumstellung auf Sommerzeit , , , ,
27,3,2016,-,27,3,2016,Zeitumstellung auf Sommerzeit, , , , 
27,5,2013,-,28,5,2013,Devops Days Berlin, ,Berlin,Deutschland,http://devopsdays.org/events/2013-berlin/
27,6,2014,-,29,6,2014,RockAFieldhttp://www.rockafield.lu/, ,Luxemburg,Luxemburg,
27,6,2014,29,6,2014,RockAField, ,Luxemburg,Luxemburg,http://www.rockafield.lu/
27,9,2013,-,13,10,2013,Cannstatter Wasen, ,Stuttgart,Deutschland,http://www.cannstatter-volksfest.de/
28,10,2018,-,28,10,2018,Zeitumstellung auf Winterzeit , , , ,
28,10,2018,-,28,10,2018,Zeitumstellung auf Winterzeit, , , , 
28,10,2018,28,10,2018,Zeitumstellung auf Winterzeit, , , , 
28,11,2015,-,28,11,2015,Deep Purplehttp://www.schleyerhalle.de/,Schleyer Halle,Stuttgart,Deutschland,
28,3,2014,-,30,3,2014,Barcamp Heilbronn,Hochschule,Heilbronn,Deutschland,http://barcamp-heilbronn.mixxt.de/
28,3,2014,-,30,3,2014,Barcamp Heilbronnhttp://barcamp-heilbronn.mixxt.de/,Hochschule,Heilbronn,Deutschland,
28,3,2014,-,30,3,2014,devops-camp, ,Nürnberg,Deutschland,http://www.devops-camp.de/
28,3,2014,30,3,2014,Barcamp Heilbronn,Hochschule,Heilbronn,Deutschland,http://barcamp-heilbronn.mixxt.de/
28,5,2013,-,1,6,2013,Laube Seefest, ,Heilbronn,Deutschland,http://www.gartenlaube.com/seefest.html
28,6,2014,-,6,7,2014,Roskilde, , ,Dänemark,http://roskilde-festival.dk/
28,6,2014,-,6,7,2014,Roskildehttp://roskilde-festival.dk/, , ,Dänemark,
28,6,2014,6,7,2014,Roskilde, , ,Dänemark,http://roskilde-festival.dk/
28,8,2013,-,4,9,2013,Fantasy Filmfest Stuttgart, ,Stuttgart,Deutschland,http://www.fantasyfilmfest.com/
29,10,2017,-,29,10,2017,Zeitumstellung auf Winterzeit , , , ,
29,10,2017,-,29,10,2017,Zeitumstellung auf Winterzeit, , , , 
29,10,2017,29,10,2017,Zeitumstellung auf Winterzeit, , , , 
29,3,2015,-,29,3,2015,Zeitumstellung auf Sommerzeit, , , , 
29,3,2020,-,29,3,2020,Zeitumstellung auf Sommerzeit , , , ,
29,3,2020,-,29,3,2020,Zeitumstellung auf Sommerzeit, , , , 
29,3,2020,29,3,2020,Zeitumstellung auf Sommerzeit, , , , 
29,4,2014,-,29,4,2014,Security B-Sides, ,London, ,http://www.securitybsides.org.uk/
29,4,2014,-,29,4,2014,Security B-Sideshttp://www.securitybsides.org.uk/, ,London,UK,
29,4,2014,29,4,2014,Security B-Sides, ,London,UK,http://www.securitybsides.org.uk/
29,8,2014,-,31,8,2014,Electromagnetic Field, , ,UK,https://www.emfcamp.org/
29,8,2014,-,31,8,2014,Electromagnetic Fieldhttps://www.emfcamp.org/, , ,UK,
29,8,2014,31,8,2014,Electromagnetic Field, , ,UK,https://www.emfcamp.org/
29,9,2013,-,23,2,2013,Camp Zero, , , ,http://camp.hsbp.org/2013/zer0/index.html
3,10,2013,-,23,2,2013,RGB2R, ,Heidelberg,Deutschland,http://rgb2r.noname-ev.de/
3,11,2013,-,8,11,2013,LISA 13, ,Washigton DC,USA,https://www.usenix.org/conference/lisa13
3,4,2015,-,6,4,2015,Easterhegghttp://www.easterhegg.eu, ,Braunschweig,Deutschland,
3,4,2015,6,4,2015,Easterhegg, ,Braunschweig,Deutschland,http://www.easterhegg.eu
3,5,2014,-,3,5,2014,Vintage Computer Festival, , , ,http://www.vcfe.org/D/
3,8,2012,-,3,8,2012,ICMP, , ,Deutschland,http://icmp6.de
3,8,2012,-,3,8,2012,ICMPhttps://erlangen.ccc.de/index.php/Hauptseite, ,Münchsteinach,Deutschland,
3,8,2012,3,8,2012,ICMP, ,Münchsteinach,Deutschland,https://erlangen.ccc.de/index.php/Hauptseite
3,9,2014,-,3,9,2014,Fantasy Filmfesthttp://www.fantasyfilmfest.com/, ,Stuttgart,Deutschland,
3,9,2014,3,9,2014,Fantasy Filmfest, ,Stuttgart,Deutschland,http://www.fantasyfilmfest.com/
30,10,2014,-,2,1,2014,RGB2Rhttp://rgb2r.noname-ev.de/,Bürgerhaus Schlierbach,Heidelberg,Deutschland,
30,10,2014,2,1,2014,RGB2R,Bürgerhaus Schlierbach,Heidelberg,Deutschland,http://rgb2r.noname-ev.de/
30,10,2016,-,30,10,2016,Zeitumstellung auf Winterzeit , , , ,
30,10,2016,-,30,10,2016,Zeitumstellung auf Winterzeit, , , , 
30,10,2016,30,10,2016,Zeitumstellung auf Winterzeit, , , , 
30,3,2014,-,30,3,2014,Zeitumstellung auf Sommerzeit, , , , 
30,5,2014,-,31,5,2014,Ruhrpott Rodeo, , ,Deutschland,http://www.ruhrpott-rodeo.de/de
30,5,2014,-,31,5,2014,Ruhrpott Rodeohttp://www.ruhrpott-rodeo.de/, , ,Deutschland,
30,5,2014,31,5,2014,Ruhrpott Rodeo, , ,Deutschland,http://www.ruhrpott-rodeo.de/
30,7,2013,-,30,7,2013,IPv6 Hackers Meeting,Deutschland,Berlin, ,http://www.ipv6hackers.org/meetings/berlin-2013
30,7,2013,-,30,7,2013,IPv6 Hackers Meetinghttp://www.ipv6hackers.org/meetings/berlin-2013, ,Berlin,Deutschland,
30,7,2013,30,7,2013,IPv6 Hackers Meeting, ,Berlin,Deutschland,http://www.ipv6hackers.org/meetings/berlin-2013
30,7,2015,-,1,8,2015,Wackenhttp://www.wacken.com/, , ,Deutschland,
30,7,2015,1,8,2015,Wacken, , ,Deutschland,http://www.wacken.com/
31,1,2013,-,1,2,2013,New Babylon, , , ,http://www.after-crisis.com/
31,1,2013,-,1,2,2013,New Babylonhttp://www.after-crisis.com/, , , ,
31,1,2013,1,2,2013,New Babylon, , , ,http://www.after-crisis.com/
31,1,2015,-,1,2,2015,Fosdemhttps://fosdem.org,ULB,Brüssel,Belgien,
31,1,2015,1,2,2015,Fosdem,ULB,Brüssel,Belgien,https://fosdem.org
31,10,2014,-,31,10,2014,Emil Bulls,Substage,Karlsruhe,Deutschland,http://www.emilbulls.de/dates/
31,3,2019,-,31,3,2019,Zeitumstellung auf Sommerzeit , , , ,
31,3,2019,-,31,3,2019,Zeitumstellung auf Sommerzeit, , , , 
31,3,2019,31,3,2019,Zeitumstellung auf Sommerzeit, , , , 
31,5,2014,-,31,5,2014,Strombikehttp://www.strombike.de/,Stromberg,Bönnigheim,Deutschland,
31,5,2014,31,5,2014,Strombike,Stromberg,Bönnigheim,Deutschland,http://www.strombike.de/
31,7,2013,-,4,8,2013,Camp Holland OHM2013, , , ,https://ohm2013.org
31,7,2013,-,4,8,2013,Camp OHM2013https://ohm2013.org, , ,Niederlande,
31,7,2013,4,8,2013,Camp OHM2013, , ,Niederlande,https://ohm2013.org
31,7,2014,-,2,8,2014,Wacken, , ,Deutschland,http://www.wacken.com/
31,7,2014,-,3,8,2014,Haxogreenhttp://www.haxogreen.lu/,Belvedère,Dudelange,Luxemburg,
31,7,2014,3,8,2014,Haxogreen,Belvedère,Dudelange,Luxemburg,http://www.haxogreen.lu/
4,10,2014,-,4,10,2014,Trollconhttps://raumzeitlabor.de/wiki/Trollcon/2014,Raumzeitlabor,Mannheim,Deutschland,
4,10,2014,4,10,2014,Trollcon,Raumzeitlabor,Mannheim,Deutschland,https://raumzeitlabor.de/wiki/Trollcon/2014
4,2,2015,-,7,2,2015,Nullconhttp://nullcon.net/website/, ,Goa,Indien,
4,2,2015,7,2,2015,Nullcon, ,Goa,Indien,http://nullcon.net/website/
4,7,2013,-,7,7,2013,Stadtflucht, , ,Österreich,https://metalab.at/wiki/Stadtflucht
4,7,2014,-,6,7,2014,Barcamp Bodensee, , ,Deutschland,http://barcampbodensee.mixxt.eu/
4,7,2014,-,6,7,2014,Barcamp Bodenseehttp://barcampbodensee.mixxt.eu/, , ,Deutschland,
4,7,2014,6,7,2014,Barcamp Bodensee, , ,Deutschland,http://barcampbodensee.mixxt.eu/
5,10,2012,-,5,10,2012,DevOpsDays, , , ,http://devopsdays.org/
5,10,2012,-,5,10,2012,DevOpsDayshttp://devopsdays.org/, , , ,
5,10,2012,5,10,2012,DevOpsDays, , , ,http://devopsdays.org/
5,10,2014,-,5,10,2014,Groningen Mini Maker Fairhttp://mf050.nl/, ,Groningen,Niederlande,
5,10,2014,5,10,2014,Groningen Mini Maker Fair, ,Groningen,Niederlande,http://mf050.nl/
5,11,2015,-,05,11,2015,Anti-Flaghttp://www.imwizemann.de/,Im Wizemann Halle,Stuttgart,Deutschland,
5,11,2016,-,5,11,2016,Runrighttp://www.schleyerhalle.de/,Porsche Arena,Stuttgart,Deutschland,
5,4,2014,-,5,4,2014,CRMCamphttp://crmcamp.mixxt.de/, ,Köln,Deutschland,
5,4,2014,-,5,4,2014,LA BOHÈME,MET im Kino, , ,http://metimkino.de
5,4,2014,-,5,4,2014,Pillow Fight Dayhttp://2013.pillowfightday.com/, , , ,
5,4,2014,-,6,4,2014,Linux Open Admin Days, ,Antwerpen, ,http://loadays.org/
5,4,2014,-,6,4,2014,Linux Open Admin Dayshttp://loadays.org/,Don Bosco Wilrijk,Antwerpen,Belgien,
5,4,2014,5,4,2014,CRMCamp, ,Köln,Deutschland,http://crmcamp.mixxt.de/
5,4,2014,5,4,2014,Pillow Fight Day, , , ,http://2013.pillowfightday.com/
5,4,2014,6,4,2014,Linux Open Admin Days,Don Bosco Wilrijk,Antwerpen,Belgien,http://loadays.org/
5,6,2014,-,5,6,2014,AStA Sommerfestivalihttp://www.das-sommerfestival.de/,Uni,Paderborn,Deutschland,
5,6,2014,-,8,6,2014,Rock am Ring, , ,Deutschland,http://www.rock-am-ring.com/
5,6,2014,-,8,6,2014,Rock am Ringhttp://www.rock-am-ring.com/, , ,Deutschland,
5,6,2014,5,6,2014,AStA Sommerfestivali,Uni,Paderborn,Deutschland,http://www.das-sommerfestival.de/
5,6,2014,8,6,2014,Rock am Ring, , ,Deutschland,http://www.rock-am-ring.com/
5,7,2013,-,23,2,2013,Sigint, ,Köln,Deutschland,http://sigint.ccc.de/
5,7,2013,-,23,2,2013,Siginthttp://sigint.ccc.de/, ,Köln,Deutschland,
5,7,2013,23,2,2013,Sigint, ,Köln,Deutschland,http://sigint.ccc.de/
5,7,2014,-,5,7,2014,Terraristikmesse Karlsruhe, ,Karlsruhe,Deutschland,http://www.terrarienboerse-ka.de/index.html
5,8,2014,-,6,8,2014,Passwordshttp://passwordscon.org/,Tuscany Suites & Casino,Las Vegas,USA,
5,8,2014,6,8,2014,Passwords,Tuscany Suites & Casino,Las Vegas,USA,http://passwordscon.org/
5,9,2014,-,7,9,2014,MRMCDhttps://mrmcd.net/,Hochschule,Darmstadt,Deutschland,
5,9,2014,7,9,2014,MRMCD,Hochschule,Darmstadt,Deutschland,https://mrmcd.net/
6,2,2016,-,6,2,2016,Slipknothttp://www.slipknot1.com/events,Festhalle,Frankfurt,Deutschland,
6,5,2014,-,8,5,2014,re:publica, ,Berlin,Deutschland,http://re-publica.de
6,5,2014,-,8,5,2014,re:publicahttp://re-publica.de, ,Berlin,Deutschland,
6,5,2014,8,5,2014,re:publica, ,Berlin,Deutschland,http://re-publica.de
6,6,2013,-,6,6,2013,AStA Sommerfestival, ,Paderborn,Deutschland,http://www.das-sommerfestival.de/
6,6,2014,-,9,6,2014,Sputnik Spring Break, ,Bitterfeld,Deutschland,http://www.sputnik.de/springbreak
6,6,2014,-,9,6,2014,Sputnik Spring Breakhttp://www.sputnik.de/springbreak, ,Bitterfeld,Deutschland,
6,6,2014,9,6,2014,Sputnik Spring Break, ,Bitterfeld,Deutschland,http://www.sputnik.de/springbreak
6,8,2014,-,10,8,2014,eth0http://wiki.eth0.nl/index.php/Main_Page,Beusink Recreatie,Lievelde,Niederlande,
6,8,2014,10,8,2014,eth0,Beusink Recreatie,Lievelde,Niederlande,http://wiki.eth0.nl/index.php/Main_Page
6,9,2013,-,6,9,2013,Open Hardware Summit,MIT, , ,http://summit.oshwa.org
6,9,2013,-,6,9,2013,Open Hardware Summithttp://summit.oshwa.org,MIT, ,USA,
6,9,2013,6,9,2013,Open Hardware Summit,MIT, ,USA,http://summit.oshwa.org
6,9,2014,-,6,9,2014,Rock am See, , ,Deutschland,http://www.rock-am-see.de/
6,9,2014,-,6,9,2014,Rock am Seehttp://www.rock-am-see.de/, , ,Deutschland,
6,9,2014,6,9,2014,Rock am See, , ,Deutschland,http://www.rock-am-see.de/
7,2,2016,-,7,2,2016,Helloween ,LKA,Stuttgart,Deutschland,
7,3,2012,-,9,3,2014,eth0, , , ,http://wiki.eth0.nl/index.php/Main_Page
8,11,2014,-,8,11,2014,Terraristikmesse Karlsruhe, ,Karlsruhe,Deutschland,http://www.terrarienboerse-ka.de/index.html
8,11,2014,-,8,11,2014,Terraristikmesse Karlsruhehttp://www.terrarienboerse-ka.de/index.html, ,Karlsruhe,Deutschland,
8,11,2014,8,11,2014,Terraristikmesse Karlsruhe, ,Karlsruhe,Deutschland,http://www.terrarienboerse-ka.de/index.html
8,11,2015,-,08,11,2015,Alice Cooperhttp://www.schleyerhalle.de/,Schleyerhalle,Stuttgart,Deutschland,
8,4,2014,-,10,4,2014,Open Source Data Center Conference, ,Nürnberg,Deutschland,http://www.netways.de/osdc/overview/overview/
8,5,2014,-,10,5,2014,Linuxtag, , ,Deutschland,http://www.linuxtag.org/
8,5,2014,-,10,5,2014,Linuxtaghttp://www.linuxtag.org/, , ,Deutschland,
8,5,2014,10,5,2014,Linuxtag, , ,Deutschland,http://www.linuxtag.org/
8,7,2013,-,8,7,2013,Noiseless Vault, , , ,https://noiselessvault.org/
8,7,2013,-,8,7,2013,Noiseless Vaulthttps://noiselessvault.org/, , , ,
8,7,2013,8,7,2013,Noiseless Vault, , , ,https://noiselessvault.org/
8,8,2012,-,8,8,2012,Toorcamp, , , ,http://toorcamp.org/
8,9,2012,-,9,9,2012,Floss, , ,Kosovo,http://www.flossk.org/en/blog/software-freedom-kosova-2012
8,9,2012,-,9,9,2012,Flosshttp://www.flossk.org/en/blog/software-freedom-kosova-2012, , ,Kosovo,
8,9,2012,9,9,2012,Floss, , ,Kosovo,http://www.flossk.org/en/blog/software-freedom-kosova-2012
9,10,2014,-,11,10,2014,push.conferencehttp://push-conference.com/, ,München, ,
9,10,2014,11,10,2014,push.conference, ,München, ,http://push-conference.com/
9,11,2014,-,14,11,2014,LISA 14https://www.usenix.org/conference/lisa14, ,Seattle,USA,
9,11,2014,14,11,2014,LISA 14, ,Seattle,USA,https://www.usenix.org/conference/lisa14
9,3,2016,-,11,3,2016,Deutscher Perl-Workshop 2016http://act.yapc.eu/gpw2016/, ,Nürnberg,Deutschland,
